SRA Project,Annotation,Runs
SRP107575,sediment,SRR5579849
SRP107578,sediment,SRR5579861
SRP099319,sediment,SRR5248173
SRP099318,sediment,SRR5248172
SRP099320,sediment,SRR5248174
SRP099316,sediment,SRR5248164
SRP082096,sediment,SRR4030089
SRP082097,sediment,SRR4030090
SRP082087,sediment,SRR4030064
SRP082080,sediment,SRR4030057
SRP082082,sediment,SRR4030059
SRP082078,sediment,SRR4030055
SRP035903,sediment,"SRR1146520,SRR1146541"
SRP061803,sediment,"SRR2134631,SRR2134632,SRR2134633,SRR2134634,SRR2134636,SRR2134637,SRR2134639,SRR2134640,SRR2134641,SRR2134642,SRR2134643,SRR2134644"
SRP051172,sediment,"SRR1714142,SRR1714172,SRR1714175,SRR1714177,SRR1714182,SRR1714184,SRR1714186,SRR1714187,SRR1718502,SRR1718503,SRR1718504,SRR1718505,SRR1718506,SRR1718507,SRR1718529,SRR1718542,SRR1718543,SRR1718544,SRR1718744,SRR1718745,SRR1718746,SRR1718747,SRR1718748,SRR1718749,SRR1718750,SRR1718751,SRR1718752,SRR1718753,SRR1718754,SRR1718756,SRR1718852,SRR1718853,SRR1718863,SRR1718865,SRR1718866,SRR1718867,SRR1721322,SRR1721323"
SRP009243,sediment,"SRR363457,SRR363458,SRR363459,SRR363460,SRR363461,SRR363462,SRR363463,SRR363464,SRR363465,SRR363466,SRR363497,SRR363498,SRR363499,SRR363500"
SRP000183,sediment,"SRR001322,SRR001323,SRR001324,SRR001325,SRR001326"
ERP016137,sediment,"ERR1560012,ERR1560013,ERR1560014,ERR1560015,ERR1560016,ERR1560017,ERR1560018,ERR1560019,ERR1560020,ERR1560021,ERR1560022,ERR1560023,ERR1560025,ERR1560093,ERR1560094,ERR1560095,ERR1560097,ERR1560098,ERR1560099,ERR1560100,ERR1560101,ERR1560102,ERR1560103,ERR1560104,ERR1560105,ERR1560106,ERR1560107,ERR1560108,ERR1560109,ERR1560110,ERR1560213"
SRP016522,sediment,"SRR596301,SRR596302,SRR596303,SRR596304"
SRP011309,sediment,"SRR1182407,SRR1184661,SRR437909"
SRP010751,sediment,SRR404225
SRP010870,sediment,"SRR407548,SRR407549"
SRP010748,sediment,"SRR404204,SRR410821"
SRP010747,sediment,SRR404151
SRP010862,sediment,SRR407529
SRP010741,sediment,SRR404119
SRP010730,sediment,SRR404111
SRP010671,sediment,SRR403474
SRP010738,sediment,SRR404117
SRP030203,sludge,SRR999554
SRP096380,sludge,SRR5165158
SRP096388,sludge,SRR5165166
SRP096379,sludge,SRR5165157
SRP096432,sludge,SRR5165554
SRP096384,sludge,SRR5165162
SRP096391,sludge,SRR5165169
SRP096387,sludge,SRR5165165
SRP096386,sludge,SRR5165164
SRP096385,sludge,SRR5165163
SRP096390,sludge,SRR5165168
SRP096383,sludge,SRR5165161
SRP096382,sludge,SRR5165160
SRP083982,sludge,SRR4116116
SRP096393,sludge,SRR5165171
SRP096419,sludge,"SRR5165220,SRR5165221"
SRP104723,sludge,SRR5466338
SRP093064,sludge,SRR5007108
SRP109893,sludge,SRR5722647
SRP109898,sludge,SRR5722654
SRP109901,sludge,SRR5722759
SRP109902,sludge,SRR5722760
SRP109820,sludge,SRR5715943
SRP109822,sludge,SRR5716159
SRP109909,sludge,SRR5722849
SRP088456,sludge,SRR4235127
SRP109905,sludge,SRR5722845
SRP109908,sludge,SRR5722847
SRP109821,sludge,SRR5716160
SRP089907,sludge,SRR4244063
SRP109834,sludge,SRR5720473
SRP109840,sludge,SRR5720660
SRP109841,sludge,SRR5720661
SRP109906,sludge,SRR5722846
SRP109842,sludge,SRR5720695
SRP109845,sludge,SRR5721219
SRP109854,sludge,SRR5721642
SRP109904,sludge,SRR5722844
SRP109856,sludge,SRR5721644
SRP109907,sludge,SRR5722848
SRP109855,sludge,SRR5721643
SRP109910,sludge,SRR5722850
SRP109911,sludge,SRR5722941
SRP109853,sludge,SRR5721641
SRP109850,sludge,SRR5721620
SRP109864,sludge,SRR5721831
SRP118402,sludge,SRR6055986
SRP088248,sludge,SRR4233898
SRP109913,sludge,SRR5722943
SRP109860,sludge,SRR5721827
SRP109861,sludge,SRR5721828
SRP109658,sludge,SRR5712430
SRP109916,sludge,SRR5722946
SRP109912,sludge,SRR5722942
SRP109863,sludge,SRR5721830
SRP109915,sludge,SRR5722945
SRP109866,sludge,SRR5721833
SRP109922,sludge,SRR5722978
SRP109924,sludge,SRR5722986
SRP109872,sludge,SRR5722135
SRP109601,sludge,SRR5709109
SRP109651,sludge,SRR5712423
SRP109652,sludge,SRR5712424
SRP107628,sludge,SRR5580758
SRP107629,sludge,SRR5580759
SRP107630,sludge,SRR5580760
SRP107627,sludge,SRR5580757
SRP107625,sludge,SRR5580753
SRP107626,sludge,SRR5580754
SRP109954,sludge,SRR5723759
SRP109964,sludge,SRR5723897
SRP109965,sludge,SRR5723898
SRP109967,sludge,SRR5723899
SRP109962,sludge,SRR5723895
SRP110111,sludge,SRR5738867
SRP110066,sludge,SRR5738144
SRP109961,sludge,SRR5723894
SRP110065,sludge,SRR5738143
SRP109968,sludge,SRR5723901
SRP110112,sludge,SRR5738868
SRP110109,sludge,SRR5738865
SRP110064,sludge,SRR5738142
SRP109963,sludge,SRR5723896
SRP109971,sludge,SRR5723917
SRP109974,sludge,SRR5723922
SRP109976,sludge,SRR5723930
SRP109977,sludge,SRR5723931
SRP109973,sludge,SRR5723919
SRP110076,sludge,SRR5738271
SRP089949,sludge,SRR4244879
SRP089948,sludge,SRR4244875
SRP089945,sludge,SRR4244872
SRP089947,sludge,SRR4244874
SRP089275,sludge,SRR4236673
SRP093090,sludge,SRR5007245
SRP089269,sludge,SRR4236667
SRP093116,sludge,SRR5007460
SRP089274,sludge,SRR4236672
SRP093083,sludge,SRR5007222
SRP093087,sludge,SRR5007228
SRP093117,sludge,SRR5007461
SRP089909,sludge,SRR4244066
SRP093113,sludge,SRR5007456
SRP093074,sludge,SRR5007144
SRP093078,sludge,SRR5007151
SRP089267,sludge,SRR4236665
SRP093084,sludge,SRR5007224
SRP089276,sludge,SRR4236674
SRP093072,sludge,SRR5007134
SRP093069,sludge,SRR5007117
SRP093073,sludge,SRR5007140
SRP089263,sludge,SRR4236661
SRP093089,sludge,SRR5007244
SRP089271,sludge,SRR4236668
SRP093086,sludge,SRR5007227
SRP089270,sludge,SRR4236669
SRP089314,sludge,SRR4236788
SRP093106,sludge,SRR5007359
SRP093104,sludge,SRR5007356
SRP093105,sludge,SRR5007357
SRP093107,sludge,SRR5007360
SRP089272,sludge,SRR4236670
SRP093114,sludge,SRR5007457
SRP093092,sludge,SRR5007270
SRP089262,sludge,SRR4236660
SRP093095,sludge,SRR5007313
SRP089937,sludge,SRR4244739
SRP093075,sludge,SRR5007146
SRP093077,sludge,SRR5007150
SRP089250,sludge,SRR4236648
SRP093071,sludge,SRR5007133
SRP089251,sludge,SRR4236649
SRP093085,sludge,SRR5007225
SRP089944,sludge,SRR4244858
SRP093082,sludge,SRR5007219
SRP089252,sludge,SRR4236650
SRP089265,sludge,SRR4236664
SRP096602,sludge,SRR5168924
SRP093101,sludge,SRR5007349
SRP089266,sludge,SRR4236663
SRP093103,sludge,SRR5007354
SRP093102,sludge,SRR5007352
SRP093100,sludge,SRR5007348
SRP093094,sludge,SRR5007272
SRP089268,sludge,SRR4236666
SRP089264,sludge,SRR4236662
SRP096604,sludge,SRR5168926
SRP093068,sludge,SRR5007116
SRP093093,sludge,SRR5007271
SRP061534,sludge,SRR2125760
SRP041328,sludge,"SRR1258099,SRR1258100"
SRP051963,sludge,SRR1763383
SRP022547,sludge,"SRR1055898,SRR850206,SRR850207"
DRP003208,sludge,"DRR046817,DRR046818"
SRP034536,sludge,"SRR1051195,SRR1068202"
SRP050327,sludge,SRR1763381
SRP000180,sludge,SRR001308
ERP009124,sludge,"ERR712368,ERR712369,ERR712370,ERR712371,ERR712372,ERR712373,ERR712374,ERR712375,ERR712376,ERR712377,ERR712378,ERR712379,ERR712380,ERR712381,ERR712382,ERR712383,ERR712384,ERR712385,ERR712386,ERR712387,ERR712388,ERR712389,ERR712390,ERR712391"
SRP052798,sludge,"SRR1772176,SRR1772177"
SRP032651,sludge,"SRR1025188,SRR1025189,SRR1025190,SRR1025191,SRR1025192,SRR1025193,SRR1025195,SRR1025200,SRR1025201,SRR1025202,SRR1025203,SRR1025204,SRR1025205,SRR1025206,SRR1025207,SRR1025216,SRR1027651"
SRP097361,sludge,"SRR5192446,SRR5192447,SRR5192448"
SRP022174,soil,"SRR1016610,SRR1016612,SRR1016613,SRR1016615,SRR1016749,SRR1016762,SRR1016764,SRR1016769,SRR1016861"
ERP010902,soil,"ERR1341754,ERR1341755,ERR1341756,ERR1341757"
ERP010943,soil,"ERR990348,ERR990349,ERR990350,ERR990351"
SRP109321,soil,SRR5690242
SRP109324,soil,SRR5690348
SRP109309,soil,SRR5689334
SRP109325,soil,SRR5690349
SRP109332,soil,SRR5690625
SRP109580,soil,SRR5699024
SRP109290,soil,SRR5687768
SRP109299,soil,SRR5688500
SRP109302,soil,SRR5688572
SRP109289,soil,SRR5687767
SRP109327,soil,SRR5690554
SRP109330,soil,SRR5690606
SRP061834,soil,"SRR2133078,SRR2133082,SRR2133086,SRR2133090,SRR2133092,SRR2133093,SRR2133105,SRR2133144"
SRP012446,soil,SRR490149
SRP012445,soil,SRR490148
SRP012441,soil,"SRR490145,SRR490925"
SRP012444,soil,"SRR490147,SRR496400"
SRP012440,soil,SRR490140
SRP012937,soil,SRR495212
SRP012438,soil,SRR490139
SRP012437,soil,SRR490138
SRP012430,soil,SRR490130
SRP012428,soil,SRR490127
SRP081988,soil,SRR4029434
SRP082001,soil,SRR4029450
SRP082003,soil,"SRR4029452,SRR4029453"
SRP082101,soil,SRR4030095
SRP080446,soil,SRR3989237
SRP080449,soil,SRR3989240
SRP080450,soil,SRR3989254
SRP080452,soil,SRR3989256
SRP080451,soil,SRR3989255
SRP080453,soil,SRR3989257
SRP080455,soil,SRR3989259
SRP080456,soil,SRR3989260
SRP080454,soil,SRR3989258
SRP080436,soil,SRR3989117
SRP080438,soil,SRR3989121
SRP080441,soil,SRR3989218
SRP080440,soil,SRR3989217
SRP080442,soil,SRR3989219
SRP080443,soil,SRR3989220
SRP080444,soil,SRR3989223
SRP080447,soil,SRR3989238
SRP080448,soil,SRR3989239
SRP080246,soil,SRR3985390
SRP080247,soil,SRR3985391
SRP080225,soil,SRR3984962
SRP080224,soil,SRR3984961
SRP080223,soil,SRR3984960
SRP080250,soil,SRR3985396
SRP080229,soil,SRR3985186
SRP080251,soil,SRR3985397
SRP080227,soil,SRR3984963
SRP080249,soil,SRR3985395
SRP080230,soil,SRR3985188
SRP080248,soil,SRR3985394
SRP080231,soil,SRR3985190
SRP080256,soil,SRR3985420
SRP080234,soil,SRR3985369
SRP080253,soil,SRR3985418
SRP080254,soil,SRR3985419
SRP080233,soil,SRR3985368
SRP080257,soil,SRR3985421
SRP080235,soil,SRR3985370
SRP080259,soil,SRR3985424
SRP080237,soil,SRR3985376
SRP080264,soil,SRR3985527
SRP080240,soil,SRR3985383
SRP080239,soil,SRR3985382
SRP080241,soil,SRR3985384
SRP080242,soil,SRR3985385
SRP080245,soil,SRR3985389
SRP080244,soil,SRR3985388
SRP080261,soil,SRR3985524
SRP080260,soil,SRR3985523
SRP080262,soil,SRR3985525
SRP080263,soil,SRR3985526
SRP080268,soil,SRR3985624
SRP080269,soil,SRR3985625
SRP080445,soil,SRR3989224
SRP108934,soil,SRR5665647
SRP108952,soil,SRR5665809
SRP108940,soil,SRR5665648
SRP109006,soil,SRR5674476
SRP109008,soil,SRR5674536
SRP108953,soil,SRR5665811
SRP108896,soil,SRR5664280
SRP108895,soil,SRR5664279
SRP108843,soil,SRR5659263
SRP108860,soil,"SRR5660397,SRR5660398"
SRP109125,soil,SRR5680860
SRP108917,soil,SRR5665213
SRP108918,soil,SRR5665254
SRP049520,soil,"SRR1653578,SRR1653579"
SRP099501,soil,SRR5252277
SRP099503,soil,SRR5252282
SRP099504,soil,SRR5252284
SRP099499,soil,SRR5252270
SRP099502,soil,SRR5252281
SRP099514,soil,SRR5252350
SRP099511,soil,SRR5252346
SRP099518,soil,SRR5252354
SRP099516,soil,SRR5252352
SRP099513,soil,SRR5252349
SRP099523,soil,SRR5252363
SRP099530,soil,SRR5252567
SRP099532,soil,SRR5252570
SRP099517,soil,SRR5252353
SRP099515,soil,SRR5252351
SRP099519,soil,SRR5252356
SRP099531,soil,SRR5252568
SRP099533,soil,SRR5252571
SRP099536,soil,SRR5252623
SRP099529,soil,SRR5252566
SRP099534,soil,SRR5252572
ERP014473,soil,"ERR1303295,ERR1303296"
SRP118438,soil,SRR6056501
SRP118436,soil,SRR6056499
SRP118433,soil,"SRR6056495,SRR6056496"
SRP118440,soil,SRR6056503
SRP118439,soil,SRR6056502
SRP106434,soil,SRR5506996
SRP106437,soil,SRR5506998
SRP106441,soil,SRR5507178
SRP106439,soil,SRR5507163
SRP106461,soil,SRR5508059
SRP106465,soil,SRR5508097
SRP106478,soil,SRR5509277
SRP104035,soil,SRR5451374
SRP104036,soil,SRR5451376
SRP104039,soil,SRR5451422
SRP104041,soil,SRR5451449
SRP104043,soil,SRR5451451
SRP104042,soil,SRR5451450
SRP104065,soil,SRR5451700
SRP104070,soil,SRR5451736
SRP104045,soil,SRR5451458
SRP104068,soil,SRR5451725
SRP104071,soil,SRR5451739
SRP104073,soil,SRR5451810
SRP104067,soil,SRR5451719
SRP104090,soil,SRR5452232
SRP104091,soil,SRR5452256
SRP104180,soil,SRR5456702
SRP104189,soil,SRR5456801
SRP104188,soil,SRR5456800
SRP104186,soil,SRR5456787
SRP104181,soil,SRR5456703
SRP104184,soil,SRR5456737
SRP104192,soil,SRR5456833
SRP104195,soil,SRR5456904
SRP104199,soil,SRR5456944
SRP104201,soil,SRR5456946
SRP104200,soil,SRR5456945
SRP104203,soil,SRR5456965
SRP104202,soil,SRR5456958
SRP104204,soil,SRR5456967
SRP104208,soil,SRR5456970
SRP104209,soil,SRR5456973
SRP104057,soil,SRR5451658
SRP104056,soil,SRR5451657
SRP104058,soil,SRR5451659
SRP104059,soil,SRR5451664
SRP104060,soil,SRR5451670
SRP104061,soil,SRR5451679
SRP104066,soil,SRR5451714
SRP104033,soil,"SRR5451372,SRR5451373"
SRP104046,soil,SRR5451461
SRP104089,soil,SRR5452142
SRP104076,soil,SRR5452023
SRP107557,soil,SRR5579275
SRP104087,soil,SRR5452140
SRP104079,soil,SRR5452084
SRP104048,soil,SRR5451564
SRP104086,soil,SRR5452139
SRP104088,soil,SRR5452141
SRP104052,soil,SRR5451581
SRP104053,soil,SRR5451585
SRP104051,soil,SRR5451578
SRP104054,soil,SRR5451590
SRP104032,soil,"SRR5451359,SRR5451360"
SRP104217,soil,SRR5456988
SRP106068,soil,SRR5496028
SRP106067,soil,SRR5496027
SRP104210,soil,SRR5456974
SRP104211,soil,SRR5456975
SRP104212,soil,SRR5456976
SRP104215,soil,SRR5456986
SRP104214,soil,SRR5456985
SRP104216,soil,SRR5456987
SRP063746,soil,"SRR2426726,SRR2426729,SRR2426730,SRR2426731,SRR2426732,SRR2426733,SRR2426734,SRR2426737,SRR2426740"
SRP038013,soil,"SRR1171646,SRR1171649"
ERP009498,soil,"ERR1700674,ERR1700675,ERR1700676,ERR1700677,ERR1700678,ERR1700679,ERR1700680,ERR1700681,ERR1700682,ERR1700683,ERR1700684,ERR1700685,ERR1700686,ERR1700687,ERR1700688,ERR1700689,ERR1700690,ERR1700691,ERR1700692,ERR1700693,ERR1700694,ERR1700695,ERR1700696,ERR1700697,ERR1700698,ERR1700699,ERR1700700,ERR1700701,ERR1700702,ERR1700703,ERR1700704,ERR1700705,ERR1700706,ERR1700707,ERR1700708,ERR1700709,ERR1700710,ERR1700711,ERR1700712,ERR1700713,ERR1700714,ERR1700715,ERR1700716,ERR1700717,ERR1700718,ERR1700719,ERR1700720,ERR1700721,ERR1700722,ERR1700723,ERR1700724,ERR1700725,ERR1700726,ERR1700727,ERR1700728,ERR1700729,ERR1700730,ERR1700731,ERR1700732,ERR1700733,ERR1700734,ERR1700735,ERR1700736,ERR1700737,ERR1700738,ERR1700739,ERR1700740,ERR1700741,ERR1700742,ERR1700743,ERR1700744,ERR1700745,ERR1700746,ERR1700747,ERR1700748,ERR1700749,ERR1700750,ERR1700751,ERR1700752,ERR1700753,ERR1700754,ERR1700755,ERR1700756,ERR1700757,ERR1700758,ERR1700759,ERR1700760,ERR1700761,ERR1742252,ERR1742253,ERR1742254,ERR1742255,ERR1742256,ERR1742257,ERR1742258,ERR1742259,ERR1742260,ERR1742261,ERR1742262,ERR1742263,ERR1742264,ERR1742265,ERR1742266,ERR1742267,ERR1742268,ERR1742269,ERR1742270,ERR1742271,ERR1742272,ERR1742273,ERR1742274,ERR1742275,ERR1742276,ERR1742277,ERR753910,ERR753911,ERR753912,ERR753913,ERR753914,ERR753915,ERR753916,ERR753917,ERR753918,ERR753919,ERR753920,ERR753921,ERR753922,ERR753923,ERR753924,ERR753925,ERR753926,ERR753927,ERR753928,ERR753929,ERR753930"
SRP104810,soil,SRR5468102
SRP013944,soil,"SRR516475,SRR516476,SRR516942,SRR516943,SRR516944,SRR516945,SRR516946,SRR516947,SRR516948,SRR516949,SRR516950,SRR516951,SRR516952,SRR516953"
SRP059920,soil,"SRR2079430,SRR2079607,SRR2079615,SRR2080101,SRR2080102,SRR2080103"
SRP080218,soil,SRR3984893
SRP080216,soil,SRR3984885
SRP080220,soil,SRR3984957
SRP080175,soil,"SRR3982750,SRR3982751"
SRP099238,soil,"SRR5245598,SRR5245599"
SRP080161,soil,SRR3982069
SRP080162,soil,"SRR3982070,SRR3982071"
SRP099401,soil,SRR5249016
SRP099241,soil,"SRR5246127,SRR5246500"
SRP103278,soil,"SRR5428632,SRR5428633,SRR5428634,SRR5428635,SRR5428636,SRR5428637,SRR5428638,SRR5428639,SRR5428640,SRR5428641,SRR5428642,SRR5428643,SRR5428644,SRR5428645,SRR5428646,SRR5428647,SRR5428648,SRR5428649,SRR5428650,SRR5428651,SRR5428652,SRR5428653,SRR5428654,SRR5428655,SRR5428656,SRR5428657,SRR5428658,SRR5428659,SRR5428660,SRR5428661,SRR5428662,SRR5428663,SRR5428664,SRR5428665,SRR5428666,SRR5428667,SRR5428668,SRR5428669,SRR5428670,SRR5428671,SRR5428672,SRR5428673,SRR5428674,SRR5428675,SRR5428676,SRR5428677,SRR5428678,SRR5428679"
SRP080135,soil,"SRR3977135,SRR3977136,SRR4030077"
SRP080138,soil,"SRR3977139,SRR4030091"
SRP080139,soil,"SRR3977438,SRR3977439,SRR4030085"
SRP080132,soil,"SRR3977124,SRR3977125,SRR4030084"
SRP080129,soil,"SRR3977090,SRR4030082"
SRP080146,soil,"SRR3979413,SRR3979414,SRR4030083"
SRP080144,soil,"SRR3979409,SRR3979410,SRR4030078"
SRP080160,soil,"SRR3982067,SRR3982068,SRR4030087"
SRP080143,soil,"SRR3978361,SRR3978390,SRR4030086"
SRP080156,soil,"SRR3981081,SRR3981082,SRR4030088"
SRP080165,soil,"SRR3982074,SRR3982075,SRR4030079"
SRP080145,soil,"SRR3979411,SRR3979412,SRR4030081"
SRP080152,soil,"SRR3979490,SRR3979491"
SRP080130,soil,"SRR3977097,SRR3977098,SRR4030080"
SRP080159,soil,"SRR3981189,SRR3981190,SRR4030097"
SRP080150,soil,"SRR3979453,SRR3979454"
SRP080142,soil,"SRR3978320,SRR3978321"
SRP080154,soil,"SRR3979977,SRR3979978,SRR4030096"
SRP103276,soil,SRR5428631
SRP081361,soil,SRR4022088
SRP081374,soil,SRR4022100
SRP081368,soil,SRR4022095
SRP081363,soil,SRR4022090
SRP081359,soil,SRR4022086
SRP081355,soil,SRR4022082
SRP081354,soil,SRR4022081
SRP081364,soil,SRR4022091
SRP081365,soil,SRR4022092
SRP081370,soil,SRR4022097
SRP081375,soil,SRR4022102
SRP081379,soil,SRR4022106
SRP081369,soil,SRR4022096
SRP081360,soil,SRR4022087
SRP081358,soil,SRR4022085
SRP081362,soil,SRR4022089
SRP081371,soil,SRR4022098
SRP081376,soil,SRR4022103
SRP081377,soil,SRR4022105
SRP081372,soil,SRR4022099
SRP081357,soil,SRR4022084
SRP081366,soil,SRR4022093
SRP081380,soil,SRR4022107
SRP081373,soil,SRR4022101
SRP081378,soil,SRR4022104
SRP081367,soil,SRR4022094
SRP081352,soil,SRR4022079
SRP081353,soil,SRR4022080
SRP081384,soil,SRR4022110
SRP081385,soil,SRR4022111
SRP081383,soil,SRR4022109
SRP081388,soil,SRR4022143
